CH2CNH 2 436.000 3.970 0.000 0.000 2.000 !same as CH2CO
OCHCH2NHCHCH2 2 399.3 5.949 0.000 0.000 1.000 !same as C6H10
cyOCHCHNHCH2CH2 2 324. 6.093 0.000 0.000 1.000 !same CYC6H10
cyNCH2CH2OCHCH 2 324. 6.093 0.000 0.000 1.000 !same as CYC6H9
CH2CH2NCHCHO 2 324. 6.093 0.000 0.000 1.000 !same as C6H9
CH2OCHCHNCH2 2 324. 6.093 0.000 0.000 1.000 !same as C6H9
cyOCHCHNCHCH2 2 412.300 5.349 0.000 0.000 1.000 !sameCY13C6H8
cyCHOCHCHNCH 2 412.300 5.349 0.000 0.000 1.000 !same as CYC6H7
cyOCH2CHNCH2CH2 2 324. 6.093 0.000 0.000 1.000 !same CYC6H10
CH2CHNCH2 2 357.000 5.176 0.000 0.000 1.000 !same as iiiC4H6
NCHCHO 2 429.000 4.999 2.9 0. 1. !same as CH3CHCHO
CHCHNCH2 2 357.000 5.176 0.000 0.000 1.000 !same as iiiC4H6
HNC 1 569.000 3.630 0.000 0.000 1.000 ! same as HCN
HNO2 2 232.400 3.828 0.000 0.000 1.000 ! same as HONO
NH2O 2 116.700 3.492 0.000 0.000 1.000 ! same as HNO (*)
HNOH 2 116.700 3.492 0.000 0.000 1.000 ! JAM
CH3ONO2 2 232.400 3.828 0.000 0.000 1.000 ! same as HOONO
CH3ONO 2 232.400 3.828 0.000 0.000 1.000 ! same as HOONO
CH3NO 2 436.000 3.970 0.000 0.000 2.000 ! same as CH3OO
H2CNO2 2 576.7 4.549 0.000 0.000 1.000 ! Same as CH3CO2
CH3NO2 2 576.7 4.549 0.000 0.000 1.000 ! Same as CH3CO2
N2O4 2 232.400 3.828 0.000 0.000 1.000 ! same as HNO3
CH3NHNH2 2 266.800 4.982 0.000 0.000 1.000 ! same as C3H6
CH3NNH2 2 260.000 4.850 0.000 0.000 1.000 ! same as C3H5
CH3NH 2 569.000 3.630 0.000 0.000 1.000 ! same as H2CN
CH3NNH 2 232.400 3.828 0.000 0.000 1.000 ! same as CNN
CH3NN 2 232.400 3.828 0.000 0.000 1.000 ! same as CNN
CH3NNCH3 2 357.000 5.180 0.000 0.000 1.000 ! same as CH3CCCH2
HCNN 2 232.400 3.828 0.000 0.000 1.000 ! Same as HCNO
CH2CN 2 436.000 3.970 0.000 0.000 2.000 !same as CH2CO
CH3CN 2 436.000 3.970 0.000 0.000 2.000 !same as CH3CO
CH3NH2 1 569.000 3.630 0.000 0.000 1.000 ! same as H2CN
CH2NH2 1 569.000 3.630 0.000 0.000 1.000 ! same as H2CN
TMEDA 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-1 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-3 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-2 2 546.85 5.99 0 0 1 !same as c7h16-2
CH3NCH3 2 266.800 4.982 0.000 0.000 1 !same as iC3H7
N(CH3)2CH2CH2 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
N(CH3)2CH2 2 295.8 5.392 0.1 0.0 1 !same as ic4h10
CH3NCH2 2 260.000 4.850 0.000 0.000 1 !same as AC3H5
TMEDA-0-5 2 546.85 5.99 0 0 1 !same as c7h16-2
N(CH3)2CHCH2 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
TMEDA-0-4 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-0-3 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-1-3 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-1-4 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-1-5 2 546.85 5.99 0 0 1 !same as c7h16-2
TMEDA-3-5 2 546.85 5.99 0 0 1 !same as c7h16-2
N(CH3)2CHCH 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
CH2CHNCH3 2 357.000 5.176 0.000 0.000 1 !same as C4H7
CH2NCH2 2 260.000 4.850 0.000 0.000 1 !same as AC3H5
N(CH3CH2)CHCH2 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
N(CH3)2CCH2 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
N(CH3)2CCH 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
CH2CHNCH 2 357.000 5.180 0.000 0.000 1 !same as CH2CHCHCH
CH3NCH 2 260.000 4.850 0.000 0.000 1 !same as AC3H5
N(CH3CH2)CH2CH3 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
CH3CH2NCH2 2 357.000 5.176 0.000 0.000 1 !same as nC4H8-1
CH3CHNCH2 2 357.000 5.176 0.000 0.000 1 !same as C4H7
CH2NCH 2 252.000 4.760 0.000 0.000 1 !same as PC3H4
CH3N(NH2)NO2 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
CH3N(NH2)ONO 2 523.2 5.664 1.7 0.0 1 !same as dc5h11
H2NN 2 71.400 3.798 0.000 0.000 1.000 ! same as N2H2
HON 2 116.700 3.492 0.000 0.000 1.000 ! same as HNO
HNNNH2 2 252.000 4.760 0.000 0.000 1.000 ! same as H2CCCH
HNOO 2 232.400 3.828 0.000 0.000 1.000 ! same as HONO
HONHO 2 232.400 3.828 0.000 0.000 1.000 ! same as HONO
NH2NO2 2 232.400 3.828 0.000 0.000 1.000 ! same as HNO3
NCH2 1 569.000 3.630 0.000 0.000 1.000 !(os/jm)
NH2NO 2 232.400 3.828 0.000 0.000 1.000 ! same as HNNO (*)
NHNHO 2 232.400 3.828 0.000 0.000 1.000 ! same as HNNO (*)
NH2NHO 2 232.400 3.828 0.000 0.000 1.000 ! same as HNNO (*)
NH2OH 2 116.700 3.492 0.000 0.000 1.000 ! same as HNO (*)
CH3OCH3 2 329.400 4.624 0.000 0.000 1.000 !loc_est
CH3OCH2 2 329.400 4.624 0.000 0.000 1.000 !=CH3OCH3
CH3OCH2O 2 470.900 4.862 0.000 0.000 1.000 !loc_est
CH3OCHO 2 406.500 4.709 0.000 0.000 1.000 !loc_est
CH3OCO 2 406.500 4.709 0.000 0.000 1.000 !=CH3OCH
OCHO 2 485.400 4.410 0.000 0.000 1.000 !loc_est
C2 1 97.530 3.621 0.000 1.760 4.000
CHCNH 1 252.000 4.760 0.000 0.000 1.000 ! = c3h4
CH3CH2NH2 2 436.000 3.970 0.000 0.000 2.000 ! = CH3CHO
CH3NHCH3 2 436.000 3.970 0.000 0.000 2.000 ! = CH3CHO
CH2CH2NH2 2 436.000 3.970 0.000 0.000 2.000 ! = CH3CHO
CH3NHCH2 2 436.000 3.970 0.000 0.000 2.000 ! = CH3CHO
CH3CHNH2 2 436.000 3.970 0.000 0.000 2.000 ! = CH3CHO
CH3CH2NH 2 436.000 3.970 0.000 0.000 2.000 ! = CH3CHO
CH2CHNH2 2 303.400 4.810 0.000 0.000 1.000 ! = c3h7
CH3CHNH 2 303.400 4.810 0.000 0.000 1.000 ! = c3h7
CHCHNH2 2 307.800 4.140 0.000 0.000 1.000 ! = c3h6
CH3CHN 2 307.800 4.140 0.000 0.000 1.000 ! = c3h6
CH3CNH 2 307.800 4.140 0.000 0.000 1.000 ! = c3h6
CH2CNH2 2 307.800 4.140 0.000 0.000 1.000 ! = c3h6
CH2CHN 2 260.000 4.850 0.000 0.000 1.000 ! = c3h5
CH2CHN(S) 2 260.000 4.850 0.000 0.000 1.000 ! = c3h5
c-C2H3N 2 260.000 4.850 0.000 0.000 1.000 ! = c3h5
CHCNH2 2 260.000 4.850 0.000 0.000 1.000 ! = c3h5
H2NCHO 2 307.800 4.140 0.000 0.000 1.000 ! = c3h6
H2NCO 2 307.800 4.140 0.000 0.000 1.000 ! = c3h6
NCCN 1 349.000 4.361 0.000 0.000 1.000 !(OIS)
CH2CHOH 2 436.000 3.970 0.000 0.000 2.000 ! = CH3CHO
OCHCHO 2 406.937 4.823 0.000 0.000 2.000 ! LJcjp
CH3N 2 569.000 3.630 0.000 0.000 1.000 ! same as
CH2NN 2 232.400 3.828 0.000 0.000 1.000 ! same as CNN
CH2NNH2 2 260.000 4.850 0.000 0.000 1.000 ! same as C3H5
CH2NO 2 232.400 3.828 0.000 0.000 1.000 ! same as HCNO
CH2NHNH2 2 260.000 4.850 0.000 0.000 1.000 ! same as C3H5
CH3NHNH 2 260.000 4.850 0.000 0.000 1.000 ! same as C3H5
CH3CH2NHCH2CHO 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
NH2CH2CH2OCHCH2 2 413. 5.909 0.000 0.000 1.000 ! same 1hexene
CH3CH2OCH2CHNH 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
OHCH2CH2NHCHCH2 2 413. 5.909 0.000 0.000 1.000 ! same 1hexene
CH3OCH2CH2NCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
cyOrthoOOMorphyl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyMetaOOMorphyl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyParaOOMorphyl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyOrtho*Morph3yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyOrtho*Morph4yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyOrtho*Morph5yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyOrtho*Morph6yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyMeta*Morph2yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyMeta*Morph4yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyMeta*Morph5yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyMeta*Morph6yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane 
cyPara*Morph2yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
cyPara*Morph3yl 2 475.7 5.916 0.0 0.0 1.0 !methylcyclohexane
CH2CH2OCH*CHNH 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
CH2CH2NHCH*CHO 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
CH2OCH2CH*NCH2 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
OCH2CH2N*CHCH2 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
OCH2CH2NHCHCH* 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
NHCH2CH2OCHCH* 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
CH2OCH2CH2NCH* 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
CH2CH2OCH2CHN* 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
CH2OCH*CH2NCH2 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
NHCH2CH*OCHCH2 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
OCH2CH*NHCHCH2 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
CH2CH2N*CH2CHO 2 413. 5.909 0.000 0.000 1.000 ! 1hexene
CH*OCH2CH2NCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH*CH2NHCH2CHO 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH*CH2OCH2CHNH 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
N*CH2CH2OCHCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH2CH*OCH2CHNH 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
OCH*CH2NHCHCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH2CH*NHCH2CHO 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
NHCH*CH2OCHCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
OCH*CHNH 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
NHCH*CHO 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH2CH*NCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH2N*CHCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH2NHCHCH* 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH2OCHCH* 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH2CH2NCH* 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
OCH2CHN* 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH*CH2NCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH*OCHCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
CH*NHCHCH2 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
N*CH2CHO 2 413. 5.909 0.000 0.000 1.000 ! same as 1hexene
OCHOOH 2 428.8 4.958 2.9 0.0 1.0 ! WJP: C2H3CHO
CH2CHOOH 2 428.8 4.958 2.9 0.0 1.0 ! WJP: C2H3CHO
CH2NOOH 2 428.8 4.958 2.9 0.0 1.0 ! WJP: C2H3CHO
NHCHOOH 2 428.8 4.958 2.9 0.0 1.0 ! WJP: C2H3CHO
CHCHOOH 2 428.8 4.958 2.9 0.0 1.0 ! WJP: C2H3CHO
NCHOOH 2 428.8 4.958 2.9 0.0 1.0 ! WJP: C2H3CHO
CHNOOH 2 428.8 4.958 2.9 0.0 1.0 ! WJP: C2H3CHO
NHCHCHO 2 429.000 4.999 2.9 0. 1. !same as CH3CHCHO
H2CC 2 238. 4.07 0.0 0.0 2.5 ! JAM(1/02)
C2O 2 232.400 3.828 0.000 0.000 1.000 !(TC,no data)
HOC2H4O2 2 470.600 4.410 0.000 0.000 1.500 !same as c2h5oh
C4H 1 357.000 5.180 0.000 0.000 1.000 !
C2H5OO 2 576.7 4.549 0.000 0.000 1.000 !est.
C2H3OO 2 556.000 4.610 0.000 0.000 0.000 !(Hennessy?)
CH2CHCH2CH2CH2O 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
CH2CHCH2CH2OCH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
CH2CHCH2OCH2CH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
CH2CHOCH2CH2CH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
CH2CHOCH2CHCH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
OCHCH2CH2CH2CH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
OCHCH2CH2CHCH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
OCHCHCHCH2CH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
OCHCHCHCHCH2 2 399.3 5.949 0.000 0.000 1.000 ! C6H10
THP 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
THP-2-4-ene 2 412.300 5.349 0.000 0.000 1.000 ! same as benzene
THP-2-ene 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
THP-2-yl 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
THP-3-ene 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
THP-3-yl 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
THP-4-yl 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
THP-5yl 2 412.300 5.349 0.000 0.000 1.000 ! same as benzene
THP-234-enyl 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
THP-345-enyl 2 324. 6.093 0.000 0.000 1.000 ! same as CYC6H12
CH2CHCHCHOCH2 2 399.3 5.949 0.000 0.000 1.000 ! same as C6H10
C3H5O 2 429.000 4.999 2.9 0. 1. ! same as C2H3CHO
CH2CHCHCHCH2O 2 399.3 5.949 0.000 0.000 1.000 ! same as C6H10
